Date,Brand,Open,High,Low,Close,Volume
2019-04-03,Gucci,1027.3558618049265,1028.9862151742423,1021.7912154314382,1029.3091970673077,263347
2019-04-04,Gucci,1068.272943930771,1076.1350004533815,1064.686728111235,1070.3694142739228,434523
2019-04-05,Gucci,1055.859424257106,1063.203863577862,1046.7460323563196,1049.4926910541985,494321
2019-04-08,Gucci,1047.8566740743154,1051.7002244595567,1047.647332896048,1052.3916820375198,216074
2019-04-09,Gucci,1056.615058416211,1056.8669925558033,1053.457326903716,1056.795092874414,143209
2019-04-10,Gucci,1033.056696268563,1041.4466695457431,1032.4878822907865,1038.2810163186712,194244
2019-04-11,Gucci,1049.854159120579,1049.9683389551196,1042.1888859583628,1051.0788920665095,332067
2019-04-12,Gucci,1061.775920990886,1068.8129187871766,1054.7548464497481,1060.4478962938701,353516
2019-04-15,Gucci,1054.5209360910326,1064.223507188293,1051.2074139036695,1057.5246380869353,308472
2019-04-16,Gucci,1048.2074641990105,1052.5840774804924,1041.4508351769398,1046.638313648087,200300
2019-04-17,Gucci,1033.0482811982195,1035.398015248179,1029.08890893626,1029.6005640007147,298033
2019-04-18,Gucci,1026.9745999926918,1034.0233100931255,1019.4120620784674,1021.7406476472283,476826
2019-04-19,Gucci,1032.3894194648344,1040.5607008849902,1027.8475828374674,1032.7676001317882,157175
2019-04-22,Gucci,1036.178960554553,1041.6432637153314,1032.0561632762362,1035.1585161136834,201551
2019-04-23,Gucci,1025.611577178515,1035.2819299310765,1016.2642780236321,1018.0819140012441,381120
2019-04-24,Gucci,1035.0973637939605,1035.6140510105402,1032.5885727950536,1037.6299012142379,492761
2019-04-25,Gucci,1051.5519775803125,1056.5999335633578,1050.3475041803467,1053.5756021148252,461938
2019-04-26,Gucci,1052.2958804374057,1059.480419910631,1046.4504493048112,1049.0315257365453,346984
2019-04-29,Gucci,1053.4535010832874,1062.0799057947793,1043.7602829604457,1048.4001371348495,156866
2019-04-30,Gucci,1064.082464244341,1065.875020363419,1060.3040721070693,1061.636914687891,217752
2019-05-01,Gucci,1069.01441933894,1077.0144541565767,1068.3940517026522,1077.6715090334062,409222
2019-05-02,Gucci,1064.9529901506942,1070.4800609078795,1061.5599374775984,1070.2369584567907,353564
2019-05-03,Gucci,1070.674664378221,1074.6402011981206,1065.6153478350254,1072.6915536924307,393257
2019-05-06,Gucci,1065.1546324797937,1066.4717827655845,1063.5354024134715,1064.597540689356,346592
2019-05-07,Gucci,1069.0353136234687,1077.6882712125578,1062.4542914429037,1070.2130639876007,115401
2019-05-08,Gucci,1077.404454160673,1078.97718624247,1067.4269602705708,1075.506533551661,315432
2019-05-09,Gucci,1071.933306082411,1075.0311846745021,1067.4159113225967,1075.09355749974,265486
2019-05-10,Gucci,1047.1129139973416,1050.013369316966,1043.5656284300394,1044.705287301232,247214
2019-05-13,Gucci,1051.0317974527456,1059.745937794654,1047.024755784401,1053.4638353550786,346200
2019-05-14,Gucci,1051.2107143673222,1057.9377443094113,1050.0592525833702,1058.4025005408641,433636
2019-05-15,Gucci,1047.3801106525682,1055.346924624482,1038.5473746383059,1044.3209086505026,310536
2019-05-16,Gucci,1052.2663790487027,1054.7710580366277,1048.1181224934892,1054.58219624577,306329
2019-05-17,Gucci,1043.0230336730651,1049.271774669135,1039.1502895588167,1043.7339243530798,176693
2019-05-20,Gucci,1049.2236493115238,1054.9411091429613,1042.626746582219,1047.9138197810596,135135
2019-05-21,Gucci,1029.6524015141222,1037.980705282005,1025.232067304811,1025.5758358883281,390006
2019-05-22,Gucci,1015.6003146813268,1024.6611852861395,1009.1179799932484,1015.5076102129811,236262
2019-05-23,Gucci,1032.0461113871395,1032.1676791019133,1031.4316484858316,1032.2461206147432,170199
2019-05-24,Gucci,1036.8653694857942,1043.605568676382,1028.728136048572,1033.078281991974,467510
2019-05-27,Gucci,1013.8985220919606,1014.4168800831578,1004.4934825631665,1007.4200335398406,104331
2019-05-28,Gucci,1007.15520800484,1012.6437946556135,1000.6675541432461,1006.1218336453633,283258
2019-05-29,Gucci,994.0282636164545,996.9045909068913,984.4826043278664,985.8167676830984,406792
2019-05-30,Gucci,993.0209294682178,996.0886954634392,991.5066063245182,998.4230403442514,390693
2019-05-31,Gucci,990.9856434922941,994.5152285268177,986.2114815974905,994.1615969667753,312854
2019-06-03,Gucci,991.7405434410344,997.9534679315306,985.72247610158,987.3560205990116,125761
2019-06-04,Gucci,990.0365500550779,993.3770497117656,984.219183580866,985.2623144543849,365406
2019-06-05,Gucci,996.3944863737936,1003.7214768796964,992.3798685829032,993.8350234107768,434716
2019-06-06,Gucci,989.0869739224579,993.1322477781966,985.7061298287953,994.4774054477803,355792
2019-06-07,Gucci,979.5587033938353,980.2422353969349,978.2904631683311,983.5723557858947,284544
2019-06-10,Gucci,979.7259540933985,987.5635525182396,975.8085295877758,980.4811395478508,450002
2019-06-11,Gucci,982.1883421911275,985.0459254370546,980.5617340400727,981.6288522310962,184667
2019-06-12,Gucci,986.0143381734783,990.342006969471,978.6706814085561,985.1662414761257,104677
2019-06-13,Gucci,986.2245615409887,993.0790003732077,984.1362521860428,992.8162481049937,304580
2019-06-14,Gucci,978.6282213284205,981.9527828999077,978.0425682755751,986.3244269688097,230334
2019-06-17,Gucci,967.4929355455731,968.0587921070403,961.9692741674007,968.2298212572088,463581
2019-06-18,Gucci,976.9706167264263,980.7098271965544,971.0183193992323,971.771106565749,160148
2019-06-19,Gucci,973.0791497979068,982.5236356248498,964.3600191851017,965.4839894568619,409070
2019-06-20,Gucci,984.3059175070432,990.7232614800288,978.5361013828664,979.0291912539647,175271
2019-06-21,Gucci,997.3566721235951,1004.0714636102672,993.9018635863606,996.4766557512853,134457
2019-06-24,Gucci,1011.4658095927568,1017.7886311291333,1003.4356907774936,1004.7923054490974,142531
2019-06-25,Gucci,1003.3091063058187,1005.299027695413,997.9063173739445,1000.5067977764688,304335
2019-06-26,Gucci,1007.3337535459751,1011.517092186998,1006.5409506996632,1010.3915312568528,228027
2019-06-27,Gucci,1003.4701101749736,1010.9795081586068,997.8116045718411,1007.2414324125525,294243
2019-06-28,Gucci,1013.3342362340301,1014.3479652095616,1004.2540507798135,1010.3578113776305,357231
2019-07-01,Gucci,1028.7159727683284,1031.4945005292254,1024.7528465133462,1033.102584370176,349301
2019-07-02,Gucci,1032.7369020196095,1035.500093104268,1029.7736440006115,1036.877159007735,145771
2019-07-03,Gucci,1036.555623580396,1040.875812856341,1035.1209290102158,1036.245960315482,193135
2019-07-04,Gucci,1030.394914791759,1040.1986022011808,1028.8804595724055,1036.239663636145,166354
2019-07-05,Gucci,1035.0564570979566,1035.7314825647948,1030.7287422545385,1033.4797310701297,212743
2019-07-08,Gucci,1028.6897313050024,1033.8767412488085,1022.7329330633871,1029.1240115333342,344453
2019-07-09,Gucci,1026.028639324187,1027.8222861443091,1025.222485272491,1028.632105008921,133892
2019-07-10,Gucci,1025.515086443305,1035.2218518974025,1016.1194005530534,1026.0961231857,302268
2019-07-11,Gucci,1027.3177233278157,1028.4507583750903,1019.7663871533637,1022.4019019483314,491806
2019-07-12,Gucci,1027.4655896810207,1031.5015997046366,1021.5993504981841,1024.3906552059268,195057
2019-07-15,Gucci,1023.8044701452295,1031.1833199935757,1015.5200834358396,1024.8268059914635,138409
2019-07-16,Gucci,1017.3069845919485,1024.352528872223,1016.5051170238274,1016.7515610701906,346889
2019-07-17,Gucci,1011.1550537488733,1015.3823401178126,1006.3866649715421,1013.3535548502741,249457
2019-07-18,Gucci,1016.4889107601415,1019.9541524396686,1010.1879794915249,1017.4412433988837,480710
2019-07-19,Gucci,1021.4547014273344,1025.430825212863,1013.1681723661515,1021.5319581402555,423860
2019-07-22,Gucci,1031.2367428545265,1033.879505486113,1023.4020472540338,1033.1464403604186,451296
2019-07-23,Gucci,1041.193217887416,1043.246547274484,1038.422525390282,1048.1785445818487,126382
2019-07-24,Gucci,1072.4574927291537,1077.2878897047426,1063.0486910335617,1063.7014586092264,176675
2019-07-25,Gucci,1066.9604646717767,1069.6458022324528,1065.717006257468,1073.935399484997,122419
2019-07-26,Gucci,1066.5818560847783,1069.4564727337508,1057.8305198985668,1064.2936192351406,181238
2019-07-29,Gucci,1045.7958928218807,1052.3634534566263,1036.0864903258346,1042.5599116695655,325825
2019-07-30,Gucci,1058.1343565374511,1067.81972985445,1056.362821305225,1057.646320571372,270363
2019-07-31,Gucci,1077.443638400265,1083.4800104058586,1070.222977758227,1076.7248494226835,374541
2019-08-01,Gucci,1062.3297863191292,1063.0995809897788,1061.9269311313492,1071.7517569373617,420032
2019-08-02,Gucci,1068.4979186919065,1069.2537548304472,1064.443690440515,1073.5618761359094,135169
2019-08-05,Gucci,1080.0771441364038,1089.5913763448596,1074.914311144427,1079.3056177524757,162182
2019-08-06,Gucci,1091.7839560620384,1094.7568639651117,1085.977503802942,1086.376983535803,454620
2019-08-07,Gucci,1098.0680399994,1098.9887098602248,1088.7086675169144,1092.3316024169164,404393
2019-08-08,Gucci,1095.9738006097455,1101.9642464812493,1089.2512937368035,1097.5151968528091,259413
2019-08-09,Gucci,1083.238093414009,1089.4745811969117,1078.4253139018167,1085.4403049164684,437747
2019-08-12,Gucci,1094.2632438217995,1100.7482920229863,1086.1664934591406,1090.7599300150803,277216
2019-08-13,Gucci,1111.763803451295,1114.4378237298704,1102.2584752417508,1102.8094905933392,179360
2019-08-14,Gucci,1117.975984898988,1118.1270917411327,1117.755323412165,1122.024270690398,113444
2019-08-15,Gucci,1103.6692618473442,1113.319415541889,1093.8440491247839,1098.5342985219627,223662
2019-08-16,Gucci,1096.0466052753711,1098.5555357322821,1095.1852838847344,1104.4708392136758,345488
2019-08-19,Gucci,1083.985187887959,1090.7454507684845,1075.8413200952714,1082.252181131093,198843
2019-08-20,Gucci,1097.3040321871465,1104.3703308859335,1094.5006846616325,1097.617213828179,373118
2019-08-21,Gucci,1111.0286268363893,1117.1287010071842,1109.7068302588507,1114.960012903358,212150
2019-08-22,Gucci,1110.2802269379865,1113.409300880123,1105.8816705408483,1106.54222361907,356620
2019-08-23,Gucci,1117.2445681146655,1119.9555306523062,1110.8050023201895,1120.5306846766869,194826
2019-08-26,Gucci,1109.1804242793269,1115.1571071063538,1105.3709058290922,1108.9715048483995,459792
2019-08-27,Gucci,1119.495926477296,1128.156882813413,1118.950272394469,1123.7289459436004,325121
2019-08-28,Gucci,1099.073063336457,1108.5404006256908,1093.0784519398699,1096.6312916822392,496172
2019-08-29,Gucci,1096.0930395451312,1097.1520975891688,1087.0690067840244,1093.8941240851864,398634
2019-08-30,Gucci,1103.4341792372015,1104.9824653631788,1099.602025577729,1106.2243471610248,341435
2019-09-02,Gucci,1098.6109948632495,1108.0583574510804,1096.4476670869412,1103.6008901922326,224713
2019-09-03,Gucci,1108.9422907955425,1116.3076430788904,1104.5165173362143,1107.1979496323336,155612
2019-09-04,Gucci,1113.478882392101,1122.3088206403988,1112.9952552816133,1116.1519400932539,200474
2019-09-05,Gucci,1145.7593694815132,1147.7856958228667,1137.5544936367105,1138.8070059476727,398303
2019-09-06,Gucci,1148.2932319090216,1154.1690906201156,1140.0298237995198,1146.584923517981,139710
2019-09-09,Gucci,1132.9218839662396,1139.9332799104143,1127.0418793319434,1127.4398506052999,213096
2019-09-10,Gucci,1131.4405662023719,1138.2416850568416,1127.909537312988,1133.8863606682226,309417
2019-09-11,Gucci,1116.9269008435353,1121.0084177522024,1108.9290671990775,1117.6260260475938,311463
2019-09-12,Gucci,1135.9640763932935,1136.1180253102066,1130.4172061454099,1139.3255276283062,469556
2019-09-13,Gucci,1134.6861311785956,1140.5153917466382,1126.4268080930954,1130.917185696795,194924
2019-09-16,Gucci,1128.254491458081,1130.785506849877,1121.9399035322508,1126.5329404143815,368602
2019-09-17,Gucci,1133.8846504958433,1138.3871929572722,1126.0405957637154,1126.8102875937955,493137
2019-09-18,Gucci,1137.5071712780955,1147.0829814289336,1131.521541345918,1138.2291916003483,397668
2019-09-19,Gucci,1132.787959640358,1136.7783128167823,1128.6465489582013,1136.8591431619298,237925
2019-09-20,Gucci,1142.2149628016168,1150.612978868261,1132.6355042023554,1135.0820547484025,402621
2019-09-23,Gucci,1153.3076405716863,1155.1930466291788,1147.896502322898,1152.1095111392317,394366
2019-09-24,Gucci,1148.333311638046,1155.0579166182963,1142.2824164526407,1150.6708098202935,118320
2019-09-25,Gucci,1133.7890168362783,1143.5590863806676,1131.5841404421308,1140.3553451187536,194154
2019-09-26,Gucci,1130.7610812562052,1131.7800122649346,1124.5045733619324,1126.9363731645747,152243
2019-09-27,Gucci,1143.7603350031602,1143.8435344254322,1138.0442585083308,1143.5499648537445,276687
2019-09-30,Gucci,1137.650443433849,1141.9862713601751,1135.8020594543787,1137.7269909607369,172833
2019-10-01,Gucci,1145.4267069397956,1146.3529617703093,1144.8308359662642,1145.8496236076599,193476
2019-10-02,Gucci,1163.6551802538947,1171.139023750657,1157.611587056747,1166.7227920706666,214560
2019-10-03,Gucci,1166.0379985508487,1175.1834851893343,1158.4010758573454,1166.6061508996665,496419
2019-10-04,Gucci,1159.6839755649457,1164.0241852920333,1154.4499618557256,1162.0503108737573,401411
2019-10-07,Gucci,1173.5595732060713,1176.1466896276256,1171.2918469528747,1171.779510141006,137941
2019-10-08,Gucci,1167.0493505417455,1171.3933837318116,1160.3841307748153,1168.8214187019178,444953
2019-10-09,Gucci,1174.5819087630343,1181.8163869415343,1173.7808514969383,1178.161292255992,125368
2019-10-10,Gucci,1186.0035853396018,1186.0941269554055,1181.5852482915823,1185.009199524541,439330
2019-10-11,Gucci,1183.3080484788272,1189.2025883736742,1181.6743808948431,1187.139144505097,393128
2019-10-14,Gucci,1194.7169536450062,1200.84987049388,1192.8723631344074,1193.785895561643,303990
2019-10-15,Gucci,1200.1691330104113,1206.5460154793707,1198.1461935188293,1205.7126590123532,357481
2019-10-16,Gucci,1199.4304907828607,1201.8507115826694,1195.5634202124209,1201.387770981304,100801
2019-10-17,Gucci,1202.9292125555176,1210.0697397892989,1202.4177104993137,1204.2836114680454,206538
2019-10-18,Gucci,1205.352730888587,1206.266645751905,1201.374796479296,1203.2571184769865,474345
2019-10-21,Gucci,1206.3161709827382,1208.3088743474061,1201.1990965115913,1203.041583027318,410109
2019-10-22,Gucci,1208.3684557362003,1217.143156202745,1203.5355128865372,1204.1055367620565,185269
2019-10-23,Gucci,1227.7700281052646,1235.1572596125302,1223.9421871012341,1229.820171594951,353765
2019-10-24,Gucci,1224.8980675179496,1225.035523058063,1216.5066014372421,1224.910083213127,398113
2019-10-25,Gucci,1242.0214713538298,1244.505233957528,1240.5682044296248,1240.7431865694987,191679
2019-10-28,Gucci,1250.7684187015864,1252.912483531518,1245.7114512637727,1246.2014977134854,256777
2019-10-29,Gucci,1253.5709479767315,1256.2790112571013,1252.950533807166,1258.6782365740355,291375
2019-10-30,Gucci,1254.1299011090682,1256.6054988118672,1253.4183443202892,1261.6133011741497,390507
2019-10-31,Gucci,1237.8169167103545,1238.442179667783,1232.0782582135835,1235.3456471192699,261792
2019-11-01,Gucci,1226.485214272555,1231.074619438523,1220.8250300236766,1224.3211740117538,133351
2019-11-04,Gucci,1232.531870459924,1239.8592052077856,1223.7515353314793,1229.715000306447,211023
2019-11-05,Gucci,1223.4997645513565,1229.5670817985308,1217.921027794756,1220.6631566859974,267217
2019-11-06,Gucci,1214.1612598239592,1220.88997650994,1204.5633496199107,1204.8294332806875,187948
2019-11-07,Gucci,1210.0310432047827,1210.8425349901452,1209.5440947207835,1216.8963799017995,320686
2019-11-08,Gucci,1191.8152177322288,1201.3301248339967,1190.8351408844214,1197.091640013836,319188
2019-11-11,Gucci,1201.3307745169025,1209.7156928553327,1200.8901159011987,1206.6976758917554,418379
2019-11-12,Gucci,1198.10351066172,1206.1544138466768,1196.2507421583846,1203.6675834483028,376999
2019-11-13,Gucci,1192.8627581516655,1201.092596202083,1187.4500570422488,1194.2023654178693,361677
2019-11-14,Gucci,1186.8549686817848,1196.1820737631124,1180.3992468675106,1182.4580667492937,277476
2019-11-15,Gucci,1186.855299558431,1192.297839219568,1186.3994479789442,1189.9242584483777,250641
2019-11-18,Gucci,1201.3800861373102,1203.3829063159865,1191.9203772388541,1193.1814786556404,225074
2019-11-19,Gucci,1200.759952745277,1206.9277888238023,1192.338298978773,1193.636869112952,360078
2019-11-20,Gucci,1206.736821045573,1214.1656359822523,1203.770696224002,1210.5326536875673,154437
2019-11-21,Gucci,1193.2082315413877,1200.587405474928,1192.436356239123,1201.022357308948,256810
2019-11-22,Gucci,1214.9904701593375,1220.2049604010062,1213.291599427147,1222.9189252657584,499988
2019-11-25,Gucci,1236.0993431579448,1236.7839303512806,1234.829899020395,1241.1133701958895,190410
2019-11-26,Gucci,1250.9723311593725,1254.6834605436738,1249.7394933663832,1251.5805065999928,119731
2019-11-27,Gucci,1261.1043670735285,1270.312033158162,1255.9187501868712,1256.9752536413605,241203
2019-11-28,Gucci,1258.8854842373116,1264.729973334886,1256.4270098123777,1264.5555195277452,428468
2019-11-29,Gucci,1264.5545262366181,1269.9378456691752,1260.9731290713266,1266.7606938349265,285169
2019-12-02,Gucci,1269.0242246556818,1271.7127597995038,1259.1291713218386,1265.312021531976,443864
2019-12-03,Gucci,1265.7533855755767,1269.4378747747423,1258.9102430863231,1266.7248639738702,458577
2019-12-04,Gucci,1256.786139587458,1265.7396004789896,1247.296332916988,1254.3291051943124,365033
2019-12-05,Gucci,1242.4682884434978,1249.132918918766,1241.0427228931667,1249.3873054217277,109569
2019-12-06,Gucci,1239.5479261718442,1247.4217964393674,1235.7265314235185,1236.2886704781172,449337
2019-12-09,Gucci,1258.8144258402892,1263.3578800709658,1253.2671078074657,1260.7423141749307,306749
2019-12-10,Gucci,1246.5456364111642,1252.8481086057259,1245.7780557922767,1254.2865833654978,185192
2019-12-11,Gucci,1246.390329508799,1248.874165596231,1246.3484550725193,1249.2098054971025,354829
2019-12-12,Gucci,1253.5537663615487,1260.6083746643835,1246.8494230235794,1253.253895763512,187154
2019-12-13,Gucci,1231.471139949101,1235.7471532861343,1225.0529447810866,1228.1945654194562,308542
2019-12-16,Gucci,1244.4354499967105,1248.860905144858,1240.3275618967143,1249.9072725615388,208073
2019-12-17,Gucci,1258.8793820177132,1265.372605263482,1253.982941257393,1254.317176981748,319894
2019-12-18,Gucci,1261.4814862146222,1270.8442924293115,1257.3270562087014,1263.124984647031,369756
2019-12-19,Gucci,1273.7153889229696,1274.355452389056,1273.4753384745206,1275.1403739450159,151644
2019-12-20,Gucci,1262.120669602314,1270.368101975784,1258.7669535401392,1265.8891555919108,132069
2019-12-23,Gucci,1284.841899737829,1287.765730841951,1283.071077183856,1284.8299800180425,443885
2019-12-24,Gucci,1275.2388330019985,1279.6780275470624,1274.2545911109848,1276.6084237299685,418041
2019-12-25,Gucci,1256.9496666634761,1257.1687999512262,1247.3824623245825,1252.3261704350402,245006
2019-12-26,Gucci,1262.1333585162613,1265.1438192946043,1256.1397612658398,1265.2881107658086,464688
2019-12-27,Gucci,1273.596621270106,1278.6229336964072,1266.31005842774,1268.4272021492197,118706
2019-12-30,Gucci,1280.5064241390203,1281.0681849124946,1277.3527867063592,1278.7951869175401,274588
2019-12-31,Gucci,1265.7479753477494,1270.658932641581,1261.8165040528093,1269.4062723713496,203602
2020-01-01,Gucci,1260.3544798024923,1269.6255860910765,1257.985239863525,1262.9914351868645,396773
2020-01-02,Gucci,1253.4019674668552,1254.4558996479334,1252.432310757201,1261.5501618810188,224746
2020-01-03,Gucci,1233.0422604016387,1240.6866676823938,1231.2519440272229,1232.7180895988213,120431
2020-01-06,Gucci,1218.259896325648,1222.356606859408,1210.2847558726833,1216.7440348029136,287805
2020-01-07,Gucci,1235.2577344958165,1241.8094716410599,1228.4822764439787,1230.8110679054969,140088
2020-01-08,Gucci,1254.2008380307088,1256.803204010561,1248.731549270854,1250.2991535573703,275207
2020-01-09,Gucci,1254.1135523233022,1255.7084749487158,1249.3626535946346,1256.1969477462073,331110
2020-01-10,Gucci,1243.1766565395528,1244.781282682265,1233.9523137029917,1239.889159902079,131385
2020-01-13,Gucci,1244.5647565670981,1245.2696760235297,1243.8374070893115,1251.3856816729349,432343
2020-01-14,Gucci,1270.7793289240833,1272.6357959730958,1267.973320791704,1271.067946556166,400821
2020-01-15,Gucci,1276.470332434412,1283.1125262843018,1272.970953898705,1277.450670462527,218104
2020-01-16,Gucci,1282.6361997212273,1291.4531058396624,1274.8119415990993,1278.8666583624035,112818
2020-01-17,Gucci,1278.5964381028223,1286.737694958734,1268.6712919012025,1278.5121865408676,425145
2020-01-20,Gucci,1279.4163656007017,1286.2677086994465,1277.0096604531302,1279.932150020524,255049
2020-01-21,Gucci,1288.717955625054,1289.822274259165,1279.9748822836832,1282.9230546671508,149832
2020-01-22,Gucci,1283.054905074369,1285.9467795373284,1274.748677470051,1278.294159558337,403075
2020-01-23,Gucci,1270.244845988038,1273.3429147412626,1267.9982720116202,1273.6442128245235,183990
2020-01-24,Gucci,1280.4092903346277,1282.908859798604,1276.4159645326356,1278.9391919752732,309966
2020-01-27,Gucci,1278.6449967652716,1283.795053362369,1274.5482680723464,1283.7011674761393,172204
2020-01-28,Gucci,1292.7461062668947,1298.1016444156915,1282.963899581629,1285.6207552302917,145784
